Places hoteleres
Municipis. 2023
Font: Idescat, a partir del Departament d'Empresa i Treball.
Institut d'Estadística de Catalunya
https://www.idescat.cat/pub/?id=turall&n=6031&geo=mun&t=202300
Codi;Nom;Hotels. D'1 estrella;Hotels. De 2 estrelles;Hotels. De 3 estrelles;Hotels. De 4 estrelles;Hotels. De 4 estrelles superior;Hotels. De 5 estrelles;Hotels. Gran luxe;Hotels. Total;Hostals i pensions;Total
080214;Bellprat;0;0;0;0;0;0;0;0;0;0
250501;Bellpuig;20;0;0;0;0;0;0;20;0;20
430249;Bellvei;0;0;0;0;0;0;0;0;0;0
250518;Bellver de Cerdanya;32;228;0;0;0;0;0;260;113;373
250523;Bellvís;0;0;0;0;0;0;0;0;0;0
250539;Benavent de Segrià;0;0;0;0;0;0;0;0;0;0
430252;Benifallet;0;14;0;0;0;0;0;14;10;24
430265;Benissanet;15;0;0;46;0;0;0;61;0;61
080229;Berga;19;66;111;6;0;0;0;202;5;207
170195;Besalú;45;0;75;0;0;0;0;120;0;120
170209;Bescanó;0;0;0;0;0;0;0;0;0;0
170216;Beuda;0;0;0;0;0;0;0;0;0;0
080235;Bigues i Riells del Fai;0;0;26;0;0;0;0;26;0;26
250557;Biosca;0;0;0;0;0;0;0;0;0;0
170221;Bisbal d'Empordà, la;0;12;0;114;0;0;0;126;53;179
430271;Bisbal de Montsant, la;0;0;0;0;0;0;0;0;0;0
430287;Bisbal del Penedès, la;0;0;0;0;0;0;0;0;0;0
172348;Biure;0;0;0;0;0;0;0;0;0;0
430290;Blancafort;0;0;0;0;0;0;0;0;0;0
170237;Blanes;0;0;1927;600;711;0;0;3238;412;3650
170293;Boadella i les Escaules;0;0;0;0;0;0;0;0;0;0
170242;Bolvir;0;0;0;66;0;0;47;113;0;113
430304;Bonastre;0;0;0;0;0;0;0;0;0;0
250576;Bòrdes, Es;0;0;0;0;0;0;0;0;0;0
170255;Bordils;0;32;0;0;0;0;0;32;22;54
250582;Borges Blanques, les;0;0;0;0;0;0;0;0;12;12
430311;Borges del Camp, les;0;0;0;0;0;0;0;0;0;0
170268;Borrassà;0;0;0;0;0;0;0;0;0;0
080240;Borredà;0;0;0;0;0;0;0;0;0;0
250595;Bossòst;32;150;0;0;0;0;0;182;51;233
430326;Bot;14;18;0;0;0;0;0;32;0;32
430332;Botarell;14;0;0;20;0;0;0;34;0;34
250560;Bovera;0;0;0;0;0;0;0;0;0;0
430347;Bràfim;0;0;0;0;0;0;0;0;0;0
170274;Breda;0;0;44;0;0;0;0;44;18;62
080253;Bruc, el;0;0;157;0;0;0;0;157;18;175
080266;Brull, el;0;0;0;0;0;0;0;0;0;0
170280;Brunyola i Sant Martí Sapresa;0;0;0;0;0;0;0;0;0;0
430350;Cabacés;0;0;0;0;0;0;0;0;0;0
250609;Cabanabona;0;0;0;0;0;0;0;0;0;0
170314;Cabanelles;0;22;0;0;0;0;0;22;0;22
170307;Cabanes;0;0;0;0;0;0;0;0;0;0
080272;Cabanyes, les;0;0;0;0;0;0;0;0;0;0
250616;Cabó;0;0;0;0;0;0;0;0;0;0
430363;Cabra del Camp;0;0;0;0;0;0;0;0;0;0
080288;Cabrera d'Anoia;0;0;0;0;0;0;0;0;0;0
080291;Cabrera de Mar;0;0;12;0;0;0;0;12;16;28
080305;Cabrils;0;0;17;17;0;0;0;34;8;42
170329;Cadaqués;36;294;562;109;37;0;0;1038;182;1220
080312;Calaf;0;20;0;0;0;0;0;20;0;20
430379;Calafell;150;0;944;390;0;0;0;1484;8;1492
080348;Calders;0;0;0;24;0;0;0;24;0;24
080327;Caldes d'Estrac;0;0;56;168;0;0;0;224;52;276
170335;Caldes de Malavella;0;0;324;100;0;292;0;716;123;839
080333;Caldes de Montbui;0;0;282;60;0;0;0;342;8;350
080351;Calella;49;950;5813;1962;1368;475;0;10617;228;10845
080370;Calldetenes;0;0;0;0;0;0;0;0;0;0
080386;Callús;0;0;0;0;0;0;0;0;0;0
080364;Calonge de Segarra;0;0;0;0;0;0;0;0;0;0
170340;Calonge i Sant Antoni;58;145;371;302;255;0;0;1131;143;1274
250621;Camarasa;0;0;0;0;0;0;0;0;35;35
439039;Camarles;0;0;0;0;0;0;0;0;0;0
430385;Cambrils;77;215;689;5717;1468;0;0;8166;81;8247
170353;Camós;0;0;16;0;0;0;0;16;0;16
170366;Campdevànol;0;0;36;0;0;0;0;36;0;36
170372;Campelles;0;89;0;0;0;0;0;89;0;89
080399;Campins;0;0;0;0;0;0;0;0;0;0
170388;Campllong;0;0;0;0;0;0;0;0;0;0
170391;Camprodon;61;83;112;45;0;0;0;301;95;396
250637;Canejan;0;0;0;0;0;0;0;0;0;0
170405;Canet d'Adri;0;0;0;0;0;0;0;0;0;0
080403;Canet de Mar;97;0;0;0;0;0;0;97;58;155
439076;Canonja, la;0;0;0;0;26;0;0;26;0;26
080410;Canovelles;0;0;0;0;0;0;0;0;20;20
080425;Cànoves i Samalús;0;0;0;0;22;0;0;22;0;22
170412;Cantallops;0;0;0;8;0;0;0;8;26;34
080431;Canyelles;0;0;0;0;0;0;0;0;0;0
430398;Capafonts;0;0;0;16;0;0;0;16;0;16
430402;Capçanes;0;0;0;0;0;0;0;0;0;0
080446;Capellades;0;15;0;0;0;0;0;15;13;28
170427;Capmany;0;0;0;0;0;0;0;0;6;6
080459;Capolat;0;0;0;0;0;0;0;0;0;0
080462;Cardedeu;0;0;55;0;0;0;0;55;26;81
080478;Cardona;0;0;233;106;0;0;0;339;26;365
080484;Carme;0;0;0;0;0;0;0;0;0;0
430419;Caseres;0;0;0;0;0;0;0;0;0;0
170448;Cassà de la Selva;0;0;16;18;0;0;0;34;16;50
080497;Casserres;0;0;0;0;0;0;0;0;8;8
170486;Castell d'Aro, Platja d'Aro i s'Agaró;590;192;1527;2346;130;104;144;5033;78;5111
080575;Castell de l'Areny;0;0;0;0;0;0;0;0;0;0
259046;Castell de Mur;0;14;108;0;0;0;0;122;0;122
250642;Castellar de la Ribera;18;0;0;0;0;0;0;18;0;18
080522;Castellar de n'Hug;0;0;0;0;0;0;0;0;121;121
080500;Castellar del Riu;14;0;0;0;0;0;0;14;0;14
080517;Castellar del Vallès;0;0;0;0;0;0;0;0;0;0
080538;Castellbell i el Vilar;0;0;0;0;0;0;0;0;0;0
080543;Castellbisbal;0;98;0;0;0;0;0;98;0;98
080556;Castellcir;0;0;0;0;0;0;0;0;0;0
250674;Castelldans;11;0;0;0;0;0;0;11;0;11
080569;Castelldefels;208;441;602;781;812;0;0;2844;24;2868
080581;Castellet i la Gornal;0;0;0;0;0;0;0;0;0;0
170464;Castellfollit de la Roca;0;0;0;0;0;0;0;0;24;24
080608;Castellfollit de Riubregós;0;0;0;0;0;0;0;0;0;0
080594;Castellfollit del Boix;0;0;0;0;0;0;0;0;0;0
080615;Castellgalí;0;0;0;0;0;0;0;0;0;0
080620;Castellnou de Bages;0;0;20;0;0;0;0;20;14;34
250680;Castellnou de Seana;0;0;0;0;0;0;0;0;0;0
170470;Castelló d'Empúries;0;179;699;100;34;0;0;1012;38;1050
250693;Castelló de Farfanya;0;0;0;0;0;0;0;0;0;0
080636;Castellolí;0;0;0;0;0;0;0;0;0;0
250707;Castellserà;0;0;0;0;0;0;0;0;0;0
080641;Castellterçol;0;0;0;12;0;0;0;12;0;12
430424;Castellvell del Camp;0;0;0;0;0;0;0;0;0;0
080654;Castellví de la Marca;0;0;0;0;0;0;0;0;0;0
080667;Castellví de Rosanes;0;0;0;0;0;0;0;0;0;0
430430;Catllar, el;0;0;0;0;0;0;0;0;0;0
250714;Cava;0;0;0;0;0;0;0;0;8;8
171899;Cellera de Ter, la;0;0;10;0;0;0;0;10;0;10
170499;Celrà;0;0;0;0;0;0;0;0;18;18
080673;Centelles;0;0;0;0;0;0;0;0;24;24
082687;Cercs;0;25;0;0;0;0;0;25;0;25
082665;Cerdanyola del Vallès;78;0;452;372;0;0;0;902;98;1000
080689;Cervelló;0;0;0;50;0;0;0;50;0;50
250729;Cervera;0;0;39;0;0;0;0;39;56;95
250735;Cervià de les Garrigues;0;0;0;0;0;0;0;0;0;0
170502;Cervià de Ter;0;0;0;0;0;0;0;0;0;0
170519;Cistella;0;0;0;0;0;0;0;0;0;0
250740;Ciutadilla;0;0;0;0;0;0;0;0;0;0
250753;Clariana de Cardener;0;0;28;0;0;0;0;28;0;28
250766;Cogul, el;0;0;0;0;0;0;0;0;0;0
170545;Colera;0;37;0;0;0;0;0;37;32;69
250772;Coll de Nargó;28;0;0;0;0;0;0;28;14;42
080692;Collbató;0;17;223;0;0;0;0;240;0;240
430458;Colldejou;0;10;0;0;0;0;0;10;0;10
080706;Collsuspina;32;0;0;0;0;0;0;32;0;32
170558;Colomers;0;0;0;0;0;0;0;0;0;0
251636;Coma i la Pedra, la;62;63;0;0;0;0;0;125;17;142
251615;Conca de Dalt;18;0;0;0;0;0;0;18;0;18
430461;Conesa;0;0;0;0;0;0;0;0;0;0
430477;Constantí;0;0;0;0;0;0;0;0;0;0
080713;Copons;0;0;0;0;0;0;0;0;0;0
430483;Corbera d'Ebre;0;0;0;0;0;0;0;0;0;0
080728;Corbera de Llobregat;0;26;0;0;0;0;0;26;0;26
250788;Corbins;0;0;0;0;0;0;0;0;0;0
170577;Corçà;0;0;0;0;0;0;0;0;20;20
080734;Cornellà de Llobregat;0;244;432;306;0;0;0;982;59;1041
170561;Cornellà del Terri;0;0;0;0;0;0;0;0;30;30
430496;Cornudella de Montsant;12;0;0;11;0;0;0;23;0;23
430509;Creixell;20;0;29;0;0;0;0;49;0;49
170583;Crespià;0;0;0;0;0;0;0;0;0;0
179011;Cruïlles, Monells i Sant Sadurní de l'Heura;30;0;0;46;0;0;0;76;0;76
080749;Cubelles;59;60;0;0;0;0;0;119;13;132
250791;Cubells;0;0;0;0;0;0;0;0;13;13
430516;Cunit;0;0;81;0;68;0;0;149;20;169
170600;Darnius;22;0;0;0;0;0;0;22;20;42
170617;Das;0;0;0;0;0;0;0;0;0;0
439018;Deltebre;12;0;495;22;0;0;0;529;53;582
080752;Dosrius;0;0;0;0;0;0;0;0;0;0
430537;Duesaigües;0;0;0;0;0;0;0;0;0;0
170622;Escala, l';207;48;327;133;18;0;0;733;250;983
080765;Esparreguera;0;0;0;0;0;0;0;0;0;0
170638;Espinelves;0;0;0;0;0;0;0;0;0;0
250812;Espluga Calba, l';0;0;0;0;0;0;0;0;0;0
430542;Espluga de Francolí, l';47;72;77;0;0;0;0;196;18;214
080771;Esplugues de Llobregat;0;78;0;271;0;0;0;349;125;474
170643;Espolla;0;10;0;0;0;0;0;10;0;10
170656;Esponellà;0;0;0;0;0;0;0;0;0;0
250827;Espot;0;69;415;0;0;0;0;484;14;498
080787;Espunyola, l';12;7;0;0;0;0;0;19;0;19
082541;Esquirol, l';0;0;0;0;0;0;0;0;40;40
250886;Estamariu;0;0;28;0;0;0;0;28;23;51
080790;Estany, l';0;0;0;0;0;0;0;0;0;0
250851;Estaràs;0;0;0;0;0;0;0;0;0;0
250864;Esterri d'Àneu;34;46;72;0;0;0;0;152;196;348
250870;Esterri de Cardós;0;0;0;0;0;0;0;0;0;0
430555;Falset;0;0;44;52;0;0;0;96;0;96
170059;Far d'Empordà, el;0;0;0;0;0;0;0;0;0;0
250899;Farrera;16;0;0;0;0;0;0;16;0;16
430568;Fatarella, la;0;0;0;0;0;0;0;0;18;18
430574;Febró, la;0;0;0;0;0;0;0;0;0;0
081347;Figaró-Montmany;0;5;0;0;0;0;0;5;0;5
080804;Fígols;0;0;0;0;0;0;0;0;8;8
259084;Fígols i Alinyà;0;0;0;0;0;0;0;0;7;7
430580;Figuera, la;0;0;0;0;0;0;0;0;0;0
170669;Figueres;164;163;448;462;0;0;0;1237;234;1471
430593;Figuerola del Camp;0;0;0;0;0;0;0;0;0;0
170675;Flaçà;0;0;0;0;0;0;0;0;0;0
430607;Flix;0;0;0;35;0;0;0;35;30;65
250925;Floresta, la;0;0;0;0;0;0;0;0;0;0
080826;Fogars de la Selva;0;0;0;0;0;0;0;0;0;0
080811;Fogars de Montclús;0;0;0;0;0;0;0;0;79;79
170681;Foixà;0;0;0;0;0;0;0;0;0;0
080832;Folgueroles;0;0;0;0;0;0;0;0;0;0
250931;Fondarella;23;0;0;0;0;0;0;23;0;23
080847;Fonollosa;0;0;0;0;0;0;0;0;0;0
170694;Fontanals de Cerdanya;0;0;0;128;0;0;0;128;0;128
170708;Fontanilles;0;0;0;0;0;0;0;0;0;0
170715;Fontcoberta;0;0;0;0;0;0;0;0;0;0
080850;Font-rubí;0;0;0;0;0;16;0;16;0;16
250946;Foradada;0;0;0;0;0;0;0;0;0;0
179026;Forallac;12;10;61;28;0;0;0;111;16;127
430614;Forès;0;0;0;0;0;0;0;0;0;0
170736;Fornells de la Selva;0;0;0;0;0;0;0;0;35;35
170741;Fortià;0;0;0;0;0;0;0;0;0;0
080863;Franqueses del Vallès, les;6;172;0;0;0;0;0;178;0;178
430629;Freginals;0;0;0;0;0;0;0;0;0;0
250962;Fuliola, la;0;0;0;0;0;0;0;0;0;0
250978;Fulleda;0;0;0;0;0;0;0;0;0;0
080902;Gaià;0;0;0;0;0;0;0;0;0;0
430635;Galera, la;0;0;0;0;0;0;0;0;0;0
080879;Gallifa;0;0;0;0;0;0;0;0;0;0
430640;Gandesa;88;0;0;0;0;0;0;88;15;103
430653;Garcia;0;0;0;0;0;0;0;0;0;0
430666;Garidells, els;0;0;0;0;0;0;0;0;0;0
080885;Garriga, la;0;52;8;318;0;0;0;378;8;386
170754;Garrigàs;0;0;0;0;0;0;0;0;0;0
170767;Garrigoles;0;0;0;0;0;0;0;0;0;0
170773;Garriguella;0;0;36;0;0;0;0;36;0;36
080898;Gavà;0;0;0;138;26;0;0;164;116;280
250984;Gavet de la Conca;0;0;0;0;0;0;0;0;0;0
080919;Gelida;0;0;0;0;0;0;0;0;4;4
170789;Ger;0;32;0;0;0;0;0;32;0;32
259123;Gimenells i el Pla de la Font;0;0;0;0;0;0;0;0;0;0
430672;Ginestar;0;0;0;0;0;0;0;0;0;0
170792;Girona;146;296;252;885;222;0;0;1801;336;2137
080924;Gironella;0;22;0;0;0;0;0;22;8;30
080930;Gisclareny;0;0;0;0;0;0;0;0;0;0
430688;Godall;0;0;0;0;0;0;0;0;0;0
250997;Golmés;0;0;0;0;0;0;0;0;0;0
170806;Gombrèn;0;0;0;0;0;0;0;0;54;54
251001;Gósol;0;0;0;0;0;0;0;0;62;62
080945;Granada, la;0;0;0;0;0;0;0;0;0;0
251018;Granadella, la;10;0;0;0;0;0;0;10;0;10
080958;Granera;0;0;0;0;0;0;0;0;0;0
251023;Granja d'Escarp, la;0;0;0;0;0;0;0;0;0;0
080961;Granollers;57;200;485;379;0;0;0;1121;86;1207
251039;Granyanella;0;0;62;0;0;0;0;62;0;62
251057;Granyena de les Garrigues;0;19;12;0;0;0;0;31;0;31
251044;Granyena de Segarra;0;0;0;0;0;0;0;0;0;0
430691;Gratallops;23;0;18;6;0;0;0;47;24;71
080977;Gualba;0;0;0;21;0;0;0;21;0;21
170813;Gualta;0;0;0;174;0;0;0;174;0;174
080996;Guardiola de Berguedà;24;0;41;0;0;0;0;65;0;65
430705;Guiamets, els;0;0;14;0;0;0;0;14;0;14
170828;Guils de Cerdanya;0;0;0;0;0;0;0;0;0;0
251095;Guimerà;0;0;0;0;0;0;0;0;0;0
259031;Guingueta d'Àneu, la;0;0;134;0;0;0;0;134;0;134
251109;Guissona;0;0;21;0;0;0;0;21;0;21
251116;Guixers;0;18;0;0;0;0;0;18;0;18
081000;Gurb;0;0;0;0;0;0;0;0;0;0
430712;Horta de Sant Joan;96;0;26;0;0;0;0;122;24;146
081017;Hospitalet de Llobregat, l';439;80;710;1528;1312;666;0;4735;24;4759
081629;Hostalets de Pierola, els;0;0;0;0;0;0;0;0;0;0
170834;Hostalric;0;0;0;0;0;0;0;0;0;0
081022;Igualada;0;8;85;140;0;0;0;233;100;333
251155;Isona i Conca Dellà;0;0;0;0;0;0;0;0;0;0
170849;Isòvol;20;0;0;0;0;0;0;20;0;20
251137;Ivars d'Urgell;22;0;0;0;0;0;0;22;0;22
251121;Ivars de Noguera;0;0;0;0;0;0;0;0;0;0
251142;Ivorra;0;0;0;0;0;0;0;0;0;0
170852;Jafre;0;0;0;0;0;0;0;0;0;0
170865;Jonquera, la;94;43;404;0;0;0;0;541;105;646
081038;Jorba;0;0;24;0;0;0;0;24;0;24
259101;Josa i Tuixén;0;0;0;0;0;0;0;0;9;9
170871;Juià;0;0;0;0;0;0;0;0;0;0
251180;Juncosa;0;0;0;0;0;0;0;0;0;0
251193;Juneda;0;0;0;0;0;0;0;0;0;0
251214;Les;138;0;0;0;0;0;0;138;92;230
251229;Linyola;0;0;12;0;0;0;0;12;0;12
081043;Llacuna, la;0;0;0;0;0;0;0;0;0;0
170887;Lladó;0;0;0;0;0;0;0;0;0;0
251235;Lladorre;97;0;44;0;0;0;0;141;0;141
251240;Lladurs;0;0;0;34;18;0;0;52;8;60
081056;Llagosta, la;32;0;0;0;0;0;0;32;28;60
170890;Llagostera;0;0;81;0;0;0;0;81;22;103
170904;Llambilles;0;0;0;0;0;0;0;0;0;0
170911;Llanars;0;0;0;76;0;0;0;76;24;100
170926;Llançà;20;156;152;0;0;0;0;328;266;594
251253;Llardecans;0;0;0;0;0;0;0;0;0;0
251266;Llavorsí;0;36;0;62;0;0;0;98;26;124
251207;Lleida;342;344;302;1075;0;80;0;2143;388;2531
170932;Llers;0;0;25;0;0;0;0;25;0;25
251272;Lles de Cerdanya;0;48;0;0;0;0;0;48;68;116
081075;Lliçà d'Amunt;0;0;0;0;0;0;0;0;0;0
081081;Lliçà de Vall;0;0;0;0;0;0;0;0;0;0
251288;Llimiana;0;0;0;0;0;0;0;0;17;17
081069;Llinars del Vallès;0;0;0;0;0;0;0;0;0;0
170947;Llívia;39;0;77;0;0;0;0;116;17;133
430727;Lloar, el;0;0;0;0;0;0;0;0;0;0
251291;Llobera;0;0;0;0;0;0;0;0;0;0
430733;Llorac;0;0;0;0;0;0;0;0;0;0
430748;Llorenç del Penedès;0;0;0;0;0;0;0;0;0;0
170950;Lloret de Mar;1167;1668;5312;16026;3788;783;0;28744;1092;29836
170963;Llosses, les;0;0;0;0;0;0;0;0;26;26
081094;Lluçà;0;0;0;0;0;0;0;0;8;8
171024;Maçanet de Cabrenys;42;12;94;0;0;0;0;148;0;148
171030;Maçanet de la Selva;0;0;0;0;0;0;0;0;8;8
170979;Madremanya;6;0;26;20;0;0;0;52;0;52
170985;Maià de Montcal;0;0;30;0;0;0;0;30;8;38
251333;Maials;0;0;0;0;0;0;0;0;0;0
251305;Maldà;0;0;0;0;0;0;0;0;0;0
081108;Malgrat de Mar;72;0;2810;2192;805;0;0;5879;194;6073
081115;Malla;0;0;0;0;0;0;0;0;0;0
081120;Manlleu;32;0;0;0;0;0;0;32;24;56
081136;Manresa;0;67;12;0;0;0;0;79;53;132
430764;Marçà;0;0;0;0;0;0;0;0;0;0
430751;Margalef;0;0;0;0;0;0;0;0;16;16
082423;Marganell;0;0;0;0;0;0;0;0;0;0
081141;Martorell;0;51;184;0;0;0;0;235;33;268
081154;Martorelles;0;0;0;0;0;0;0;0;0;0
430770;Mas de Barberans;0;0;0;0;0;0;0;0;0;0
171002;Masarac i Vilarnadal;0;0;0;0;0;0;0;0;0;0
430786;Masdenverge;15;0;0;0;0;0;0;15;0;15
081167;Masies de Roda, les;0;0;0;66;0;0;0;66;0;66
081173;Masies de Voltregà, les;0;0;0;0;0;0;0;0;8;8
430799;Masllorenç;0;0;0;0;0;0;0;0;0;0
081189;Masnou, el;19;13;12;0;0;0;0;44;38;82
430803;Masó, la;0;0;0;0;0;0;0;0;0;0
430810;Maspujols;0;0;0;0;0;0;0;0;0;0
081192;Masquefa;24;0;0;0;0;0;0;24;0;24
430825;Masroig, el;0;0;0;0;0;0;0;0;0;0
251312;Massalcoreig;0;0;0;0;0;0;0;0;0;0
171019;Massanes;0;0;0;0;0;0;0;0;0;0
251327;Massoteres;27;0;0;0;0;0;0;27;0;27
081206;Matadepera;0;0;0;0;0;0;0;0;0;0
081213;Mataró;0;212;188;452;0;0;0;852;22;874
081228;Mediona;0;0;0;0;0;0;0;0;0;0
251348;Menàrguens;0;0;0;0;0;0;0;0;0;0
170998;Meranges;0;16;0;0;0;0;0;16;0;16
171058;Mieres;0;0;0;0;0;0;0;0;0;0
430831;Milà, el;0;0;0;0;0;0;0;0;0;0
251351;Miralcamp;0;0;0;0;0;0;0;0;10;10
430846;Miravet;0;0;0;0;0;0;0;0;0;0
081385;Moià;0;0;0;0;0;0;0;0;23;23
430859;Molar, el;0;0;0;0;0;0;0;0;0;0
081234;Molins de Rei;0;208;258;0;0;0;0;466;0;466
251370;Mollerussa;100;0;0;0;0;0;0;100;23;123
171061;Mollet de Peralada;0;8;0;0;0;0;0;8;0;8
081249;Mollet del Vallès;160;236;230;0;0;0;0;626;9;635
171077;Molló;0;0;56;0;0;0;0;56;24;80
